subject_id,alpha,costWeight,block_type,trial_num,theta,student_class,heads,tails
2,1,0.01,seqNoFeedback,1,0.7,B,37,13
2,1,0.01,seqFeedback,0,0.3,A,0,15
2,1,0.01,seqFeedback,1,0.3,A,14,8
2,1,0.01,seqFeedback,0,0.3,B,6,27
2,1,0.01,seqFeedback,1,0.3,B,3,22
2,1,0.01,seqFeedback,0,0.7,A,14,7
2,1,0.01,seqFeedback,1,0.7,A,8,2
2,1,0.01,seqFeedback,0,0.7,B,32,3
2,1,0.01,seqFeedback,1,0.7,B,17,5
3,1,0.01,nonSeqFull,0,0.3,A,5,1
3,1,0.01,nonSeqFull,0,0.3,B,0,16
3,1,0.01,nonSeqFull,0,0.7,A,15,1
3,1,0.01,nonSeqFull,0,0.7,B,24,22
3,1,0.01,nonSeqPartial,0,0.3,A,8,44
3,1,0.01,nonSeqPartial,0,0.3,B,4,0
3,1,0.01,nonSeqPartial,0,0.7,A,30,15
3,1,0.01,nonSeqPartial,0,0.7,B,39,10
3,1,0.01,seqNoFeedback,0,0.3,A,13,33
3,1,0.01,seqNoFeedback,1,0.3,A,5,27
3,1,0.01,seqNoFeedback,0,0.3,B,16,21
3,1,0.01,seqNoFeedback,1,0.3,B,7,32
3,1,0.01,seqNoFeedback,0,0.7,A,23,1
3,1,0.01,seqNoFeedback,1,0.7,A,16,0
3,1,0.01,seqNoFeedback,0,0.7,B,25,4
3,1,0.01,seqNoFeedback,1,0.7,B,47,10
3,1,0.01,seqFeedback,0,0.3,A,8,35
3,1,0.01,seqFeedback,1,0.3,A,13,20
3,1,0.01,seqFeedback,0,0.3,B,0,22
3,1,0.01,seqFeedback,1,0.3,B,5,40
3,1,0.01,seqFeedback,0,0.7,A,30,10
3,1,0.01,seqFeedback,1,0.7,A,34,5
3,1,0.01,seqFeedback,0,0.7,B,38,18
3,1,0.01,seqFeedback,1,0.7,B,6,2
4,1,0.01,nonSeqFull,0,0.3,A,19,50
4,1,0.01,nonSeqFull,0,0.3,B,1,19
4,1,0.01,nonSeqFull,0,0.7,A,25,4
4,1,0.01,nonSeqFull,0,0.7,B,15,7
4,1,0.01,nonSeqPartial,0,0.3,A,13,37
4,1,0.01,nonSeqPartial,0,0.3,B,19,26
4,1,0.01,nonSeqPartial,0,0.7,A,6,3
4,1,0.01,nonSeqPartial,0,0.7,B,22,10
4,1,0.01,seqNoFeedback,0,0.3,A,6,34
4,1,0.01,seqNoFeedback,1,0.3,A,15,48
4,1,0.01,seqNoFeedback,0,0.3,B,8,21
4,1,0.01,seqNoFeedback,1,0.3,B,14,13
4,1,0.01,seqNoFeedback,0,0.7,A,2,3
4,1,0.01,seqNoFeedback,1,0.7,A,14,3
4,1,0.01,seqNoFeedback,0,0.7,B,10,7
4,1,0.01,seqNoFeedback,1,0.7,B,17,6
4,1,0.01,seqFeedback,0,0.3,A,3,15
4,1,0.01,seqFeedback,1,0.3,A,9,11
4,1,0.01,seqFeedback,0,0.3,B,1,4
4,1,0.01,seqFeedback,1,0.3,B,12,56
4,1,0.01,seqFeedback,0,0.7,A,11,3
4,1,0.01,seqFeedback,1,0.7,A,28,7
4,1,0.01,seqFeedback,0,0.7,B,51,8
4,1,0.01,seqFeedback,1,0.7,B,21,14
5,1,0.01,nonSeqFull,0,0.3,A,8,13
5,1,0.01,nonSeqFull,0,0.3,B,9,42
5,1,0.01,nonSeqFull,0,0.7,A,29,6
5,1,0.01,nonSeqFull,0,0.7,B,13,9
5,1,0.01,nonSeqPartial,0,0.3,A,5,35
5,1,0.01,nonSeqPartial,0,0.3,B,13,23
5,1,0.01,nonSeqPartial,0,0.7,A,7,0
5,1,0.01,nonSeqPartial,0,0.7,B,29,7
5,1,0.01,seqNoFeedback,0,0.3,A,21,43
5,1,0.01,seqNoFeedback,1,0.3,A,3,29
5,1,0.01,seqNoFeedback,0,0.3,B,14,36
5,1,0.01,seqNoFeedback,1,0.3,B,6,3
5,1,0.01,seqNoFeedback,0,0.7,A,5,7
5,1,0.01,seqNoFeedback,1,0.7,A,8,6
5,1,0.01,seqNoFeedback,0,0.7,B,21,11
5,1,0.01,seqNoFeedback,1,0.7,B,14,9
5,1,0.01,seqFeedback,0,0.3,A,9,50
5,1,0.01,seqFeedback,1,0.3,A,3,0
5,1,0.01,seqFeedback,0,0.3,B,13,43
5,1,0.01,seqFeedback,1,0.3,B,1,20
5,1,0.01,seqFeedback,0,0.7,A,27,7
5,1,0.01,seqFeedback,1,0.7,A,22,5
5,1,0.01,seqFeedback,0,0.7,B,21,2
5,1,0.01,seqFeedback,1,0.7,B,40,26
6,1,0.01,nonSeqFull,0,0.3,A,15,27
6,1,0.01,nonSeqFull,0,0.3,B,4,26
6,1,0.01,nonSeqFull,0,0.7,A,25,0
6,1,0.01,nonSeqFull,0,0.7,B,14,14
6,1,0.01,nonSeqPartial,0,0.3,A,0,23
6,1,0.01,nonSeqPartial,0,0.3,B,1,3
6,1,0.01,nonSeqPartial,0,0.7,A,31,14
6,1,0.01,nonSeqPartial,0,0.7,B,50,8
6,1,0.01,seqNoFeedback,0,0.3,A,2,33
6,1,0.01,seqNoFeedback,1,0.3,A,27,34
6,1,0.01,seqNoFeedback,0,0.3,B,12,22
6,1,0.01,seqNoFeedback,1,0.3,B,5,27
6,1,0.01,seqNoFeedback,0,0.7,A,9,0
6,1,0.01,seqNoFeedback,1,0.7,A,14,1
6,1,0.01,seqNoFeedback,0,0.7,B,34,19
6,1,0.01,seqNoFeedback,1,0.7,B,1,6
6,1,0.01,seqFeedback,0,0.3,A,23,22
6,1,0.01,seqFeedback,1,0.3,A,15,24
6,1,0.01,seqFeedback,0,0.3,B,18,45
6,1,0.01,seqFeedback,1,0.3,B,7,25
6,1,0.01,seqFeedback,0,0.7,A,4,3
6,1,0.01,seqFeedback,1,0.7,A,24,1
6,1,0.01,seqFeedback,0,0.7,B,16,11
6,1,0.01,seqFeedback,1,0.7,B,26,21
7,1,0.01,nonSeqFull,0,0.3,A,13,28
7,1,0.01,nonSeqFull,0,0.3,B,19,42
7,1,0.01,nonSeqFull,0,0.7,A,25,4
7,1,0.01,nonSeqFull,0,0.7,B,4,5
7,1,0.01,nonSeqPartial,0,0.3,A,3,7
7,1,0.01,nonSeqPartial,0,0.3,B,9,43
7,1,0.01,nonSeqPartial,0,0.7,A,20,12
7,1,0.01,nonSeqPartial,0,0.7,B,17,4
7,1,0.01,seqNoFeedback,0,0.3,A,3,55
7,1,0.01,seqNoFeedback,1,0.3,A,7,17
7,1,0.01,seqNoFeedback,0,0.3,B,10,46
7,1,0.01,seqNoFeedback,1,0.3,B,12,27
7,1,0.01,seqNoFeedback,0,0.7,A,21,0
7,1,0.01,seqNoFeedback,1,0.7,A,22,6
7,1,0.01,seqNoFeedback,0,0.7,B,29,12
7,1,0.01,seqNoFeedback,1,0.7,B,12,14
7,1,0.01,seqFeedback,0,0.3,A,0,16
7,1,0.01,seqFeedback,1,0.3,A,17,47
7,1,0.01,seqFeedback,0,0.3,B,12,55
7,1,0.01,seqFeedback,1,0.3,B,12,30
7,1,0.01,seqFeedback,0,0.7,A,45,2
7,1,0.01,seqFeedback,1,0.7,A,32,0
7,1,0.01,seqFeedback,0,0.7,B,21,16
7,1,0.01,seqFeedback,1,0.7,B,33,11
8,1,0.01,nonSeqFull,0,0.3,A,10,14
8,1,0.01,nonSeqFull,0,0.3,B,8,34
8,1,0.01,nonSeqFull,0,0.7,A,39,6
8,1,0.01,nonSeqFull,0,0.7,B,25,9
8,1,0.01,nonSeqPartial,0,0.3,A,23,25
8,1,0.01,nonSeqPartial,0,0.3,B,3,22
8,1,0.01,nonSeqPartial,0,0.7,A,34,19
8,1,0.01,nonSeqPartial,0,0.7,B,9,6
8,1,0.01,seqNoFeedback,0,0.3,A,4,40
8,1,0.01,seqNoFeedback,1,0.3,A,1,32
8,1,0.01,seqNoFeedback,0,0.3,B,6,9
8,1,0.01,seqNoFeedback,1,0.3,B,0,7
8,1,0.01,seqNoFeedback,0,0.7,A,33,8
8,1,0.01,seqNoFeedback,1,0.7,A,27,1
8,1,0.01,seqNoFeedback,0,0.7,B,25,8
8,1,0.01,seqNoFeedback,1,0.7,B,0,11
8,1,0.01,seqFeedback,0,0.3,A,6,26
8,1,0.01,seqFeedback,1,0.3,A,1,0
8,1,0.01,seqFeedback,0,0.3,B,3,13
8,1,0.01,seqFeedback,1,0.3,B,14,46
8,1,0.01,seqFeedback,0,0.7,A,29,3
8,1,0.01,seqFeedback,1,0.7,A,27,1
8,1,0.01,seqFeedback,0,0.7,B,29,5
8,1,0.01,seqFeedback,1,0.7,B,26,14
9,1,0.01,nonSeqFull,0,0.3,A,10,26
9,1,0.01,nonSeqFull,0,0.3,B,6,16
9,1,0.01,nonSeqFull,0,0.7,A,14,1
9,1,0.01,nonSeqFull,0,0.7,B,4,7
9,1,0.01,nonSeqPartial,0,0.3,A,12,30
9,1,0.01,nonSeqPartial,0,0.3,B,16,37
9,1,0.01,nonSeqPartial,0,0.7,A,5,8
9,1,0.01,nonSeqPartial,0,0.7,B,3,4
9,1,0.01,seqNoFeedback,0,0.3,A,5,16
9,1,0.01,seqNoFeedback,1,0.3,A,2,32
9,1,0.01,seqNoFeedback,0,0.3,B,24,46
9,1,0.01,seqNoFeedback,1,0.3,B,13,40
9,1,0.01,seqNoFeedback,0,0.7,A,35,7
9,1,0.01,seqNoFeedback,1,0.7,A,31,8
9,1,0.01,seqNoFeedback,0,0.7,B,10,10
9,1,0.01,seqNoFeedback,1,0.7,B,53,13
9,1,0.01,seqFeedback,0,0.3,A,10,30
9,1,0.01,seqFeedback,1,0.3,A,8,4
9,1,0.01,seqFeedback,0,0.3,B,16,52
9,1,0.01,seqFeedback,1,0.3,B,2,20
9,1,0.01,seqFeedback,0,0.7,A,36,4
9,1,0.01,seqFeedback,1,0.7,A,25,10
9,1,0.01,seqFeedback,0,0.7,B,18,5
9,1,0.01,seqFeedback,1,0.7,B,17,9
10,1,0.01,nonSeqFull,0,0.3,A,24,43
10,1,0.01,nonSeqFull,0,0.3,B,17,51
10,1,0.01,nonSeqFull,0,0.7,A,15,5
10,1,0.01,nonSeqFull,0,0.7,B,6,9
10,1,0.01,nonSeqPartial,0,0.3,A,6,26
10,1,0.01,nonSeqPartial,0,0.3,B,5,4
10,1,0.01,nonSeqPartial,0,0.7,A,16,0
10,1,0.01,nonSeqPartial,0,0.7,B,1,4
10,1,0.01,seqNoFeedback,0,0.3,A,9,22
10,1,0.01,seqNoFeedback,1,0.3,A,3,37
10,1,0.01,seqNoFeedback,0,0.3,B,17,34
10,1,0.01,seqNoFeedback,1,0.3,B,8,17
10,1,0.01,seqNoFeedback,0,0.7,A,25,3
10,1,0.01,seqNoFeedback,1,0.7,A,35,14
10,1,0.01,seqNoFeedback,0,0.7,B,22,5
10,1,0.01,seqNoFeedback,1,0.7,B,37,29
10,1,0.01,seqFeedback,0,0.3,A,7,17
10,1,0.01,seqFeedback,1,0.3,A,9,15
10,1,0.01,seqFeedback,0,0.3,B,19,45
10,1,0.01,seqFeedback,1,0.3,B,2,39
10,1,0.01,seqFeedback,0,0.7,A,1,9
10,1,0.01,seqFeedback,1,0.7,A,20,0
10,1,0.01,seqFeedback,0,0.7,B,29,15
10,1,0.01,seqFeedback,1,0.7,B,7,2
11,1,0.01,nonSeqFull,0,0.3,A,3,0
11,1,0.01,nonSeqFull,0,0.3,B,0,13
11,1,0.01,nonSeqFull,0,0.7,A,24,11
11,1,0.01,nonSeqFull,0,0.7,B,10,7
11,1,0.01,nonSeqPartial,0,0.3,A,13,52
11,1,0.01,nonSeqPartial,0,0.3,B,10,26
11,1,0.01,nonSeqPartial,0,0.7,A,18,0
11,1,0.01,nonSeqPartial,0,0.7,B,50,12
11,1,0.01,seqNoFeedback,0,0.3,A,2,1
11,1,0.01,seqNoFeedback,1,0.3,A,2,0
11,1,0.01,seqNoFeedback,0,0.3,B,14,5
11,1,0.01,seqNoFeedback,1,0.3,B,9,44
11,1,0.01,seqNoFeedback,0,0.7,A,23,4
11,1,0.01,seqNoFeedback,1,0.7,A,45,6
11,1,0.01,seqNoFeedback,0,0.7,B,29,27
11,1,0.01,seqNoFeedback,1,0.7,B,10,6
11,1,0.01,seqFeedback,0,0.3,A,6,32
11,1,0.01,seqFeedback,1,0.3,A,26,42
11,1,0.01,seqFeedback,0,0.3,B,9,20
11,1,0.01,seqFeedback,1,0.3,B,4,46
11,1,0.01,seqFeedback,0,0.7,A,8,7
11,1,0.01,seqFeedback,1,0.7,A,17,4
11,1,0.01,seqFeedback,0,0.7,B,17,0
11,1,0.01,seqFeedback,1,0.7,B,3,3
12,1,0.01,nonSeqFull,0,0.3,A,12,38
12,1,0.01,nonSeqFull,0,0.3,B,2,16
12,1,0.01,nonSeqFull,0,0.7,A,14,3
12,1,0.01,nonSeqFull,0,0.7,B,0,3
12,1,0.01,nonSeqPartial,0,0.3,A,10,36
12,1,0.01,nonSeqPartial,0,0.3,B,0,11
12,1,0.01,nonSeqPartial,0,0.7,A,17,2
12,1,0.01,nonSeqPartial,0,0.7,B,11,9
12,1,0.01,seqNoFeedback,0,0.3,A,16,30
12,1,0.01,seqNoFeedback,1,0.3,A,13,25
12,1,0.01,seqNoFeedback,0,0.3,B,10,36
12,1,0.01,seqNoFeedback,1,0.3,B,9,13
12,1,0.01,seqNoFeedback,0,0.7,A,33,21
12,1,0.01,seqNoFeedback,1,0.7,A,0,2
12,1,0.01,seqNoFeedback,0,0.7,B,5,3
12,1,0.01,seqNoFeedback,1,0.7,B,37,13
12,1,0.01,seqFeedback,0,0.3,A,2,4
12,1,0.01,seqFeedback,1,0.3,A,4,0
12,1,0.01,seqFeedback,0,0.3,B,2,7
12,1,0.01,seqFeedback,1,0.3,B,0,21
12,1,0.01,seqFeedback,0,0.7,A,32,8
12,1,0.01,seqFeedback,1,0.7,A,30,11
12,1,0.01,seqFeedback,0,0.7,B,1,1
12,1,0.01,seqFeedback,1,0.7,B,20,11
13,1,0.01,nonSeqFull,0,0.3,A,7,11
13,1,0.01,nonSeqFull,0,0.3,B,11,54
13,1,0.01,nonSeqFull,0,0.7,A,25,3
13,1,0.01,nonSeqFull,0,0.7,B,15,15
13,1,0.01,nonSeqPartial,0,0.3,A,4,21
13,1,0.01,nonSeqPartial,0,0.3,B,7,42
13,1,0.01,nonSeqPartial,0,0.7,A,36,5
13,1,0.01,nonSeqPartial,0,0.7,B,38,12
13,1,0.01,seqNoFeedback,0,0.3,A,6,51
13,1,0.01,seqNoFeedback,1,0.3,A,3,2
13,1,0.01,seqNoFeedback,0,0.3,B,5,7
13,1,0.01,seqNoFeedback,1,0.3,B,8,32
13,1,0.01,seqNoFeedback,0,0.7,A,41,23
13,1,0.01,seqNoFeedback,1,0.7,A,11,10
13,1,0.01,seqNoFeedback,0,0.7,B,35,8
13,1,0.01,seqNoFeedback,1,0.7,B,38,8
13,1,0.01,seqFeedback,0,0.3,A,13,44
13,1,0.01,seqFeedback,1,0.3,A,1,0
13,1,0.01,seqFeedback,0,0.3,B,10,29
13,1,0.01,seqFeedback,1,0.3,B,15,32
13,1,0.01,seqFeedback,0,0.7,A,13,8
13,1,0.01,seqFeedback,1,0.7,A,26,8
13,1,0.01,seqFeedback,0,0.7,B,43,12
13,1,0.01,seqFeedback,1,0.7,B,3,2
14,1,0.01,nonSeqFull,0,0.3,A,5,1
14,1,0.01,nonSeqFull,0,0.3,B,6,24
14,1,0.01,nonSeqFull,0,0.7,A,54,16
14,1,0.01,nonSeqFull,0,0.7,B,1,6
14,1,0.01,nonSeqPartial,0,0.3,A,24,40
14,1,0.01,nonSeqPartial,0,0.3,B,15,46
14,1,0.01,nonSeqPartial,0,0.7,A,24,5
14,1,0.01,nonSeqPartial,0,0.7,B,22,1
14,1,0.01,seqNoFeedback,0,0.3,A,9,32
14,1,0.01,seqNoFeedback,1,0.3,A,1,18
14,1,0.01,seqNoFeedback,0,0.3,B,5,26
14,1,0.01,seqNoFeedback,1,0.3,B,5,46
14,1,0.01,seqNoFeedback,0,0.7,A,8,6
14,1,0.01,seqNoFeedback,1,0.7,A,20,5
14,1,0.01,seqNoFeedback,0,0.7,B,43,19
14,1,0.01,seqNoFeedback,1,0.7,B,28,14
14,1,0.01,seqFeedback,0,0.3,A,10,18
14,1,0.01,seqFeedback,1,0.3,A,14,17
14,1,0.01,seqFeedback,0,0.3,B,5,24
14,1,0.01,seqFeedback,1,0.3,B,6,30
14,1,0.01,seqFeedback,0,0.7,A,28,5
14,1,0.01,seqFeedback,1,0.7,A,37,10
14,1,0.01,seqFeedback,0,0.7,B,32,5
14,1,0.01,seqFeedback,1,0.7,B,5,3
15,1,0.01,nonSeqFull,0,0.3,A,4,5
15,1,0.01,nonSeqFull,0,0.3,B,6,27
15,1,0.01,nonSeqFull,0,0.7,A,31,2
15,1,0.01,nonSeqFull,0,0.7,B,15,8
15,1,0.01,nonSeqPartial,0,0.3,A,3,7
15,1,0.01,nonSeqPartial,0,0.3,B,1,21
15,1,0.01,nonSeqPartial,0,0.7,A,41,13
15,1,0.01,nonSeqPartial,0,0.7,B,27,4
15,1,0.01,seqNoFeedback,0,0.3,A,12,52
15,1,0.01,seqNoFeedback,1,0.3,A,20,36
15,1,0.01,seqNoFeedback,0,0.3,B,9,18
15,1,0.01,seqNoFeedback,1,0.3,B,16,44
15,1,0.01,seqNoFeedback,0,0.7,A,17,6
15,1,0.01,seqNoFeedback,1,0.7,A,25,5
15,1,0.01,seqNoFeedback,0,0.7,B,39,0
15,1,0.01,seqNoFeedback,1,0.7,B,38,4
15,1,0.01,seqFeedback,0,0.3,A,1,11
15,1,0.01,seqFeedback,1,0.3,A,18,41
15,1,0.01,seqFeedback,0,0.3,B,4,42
15,1,0.01,seqFeedback,1,0.3,B,7,36
15,1,0.01,seqFeedback,0,0.7,A,7,4
15,1,0.01,seqFeedback,1,0.7,A,39,9
15,1,0.01,seqFeedback,0,0.7,B,36,13
15,1,0.01,seqFeedback,1,0.7,B,19,13
16,1,0.01,nonSeqFull,0,0.3,A,15,22
16,1,0.01,nonSeqFull,0,0.3,B,12,55
16,1,0.01,nonSeqFull,0,0.7,A,31,2
16,1,0.01,nonSeqFull,0,0.7,B,0,6
16,1,0.01,nonSeqPartial,0,0.3,A,6,21
16,1,0.01,nonSeqPartial,0,0.3,B,7,49
16,1,0.01,nonSeqPartial,0,0.7,A,33,6
16,1,0.01,nonSeqPartial,0,0.7,B,17,4
16,1,0.01,seqNoFeedback,0,0.3,A,4,34
16,1,0.01,seqNoFeedback,1,0.3,A,17,15
16,1,0.01,seqNoFeedback,0,0.3,B,1,30
16,1,0.01,seqNoFeedback,1,0.3,B,12,54
16,1,0.01,seqNoFeedback,0,0.7,A,3,2
16,1,0.01,seqNoFeedback,1,0.7,A,22,10
16,1,0.01,seqNoFeedback,0,0.7,B,46,20
16,1,0.01,seqNoFeedback,1,0.7,B,37,27
16,1,0.01,seqFeedback,0,0.3,A,9,15
16,1,0.01,seqFeedback,1,0.3,A,7,4
16,1,0.01,seqFeedback,0,0.3,B,17,52
16,1,0.01,seqFeedback,1,0.3,B,0,29
16,1,0.01,seqFeedback,0,0.7,A,23,10
16,1,0.01,seqFeedback,1,0.7,A,39,11
16,1,0.01,seqFeedback,0,0.7,B,32,2
16,1,0.01,seqFeedback,1,0.7,B,33,16
17,1,0.01,nonSeqFull,0,0.3,A,10,19
17,1,0.01,nonSeqFull,0,0.3,B,5,42
17,1,0.01,nonSeqFull,0,0.7,A,27,11
17,1,0.01,nonSeqFull,0,0.7,B,3,8
17,1,0.01,nonSeqPartial,0,0.3,A,22,43
17,1,0.01,nonSeqPartial,0,0.3,B,8,5
17,1,0.01,nonSeqPartial,0,0.7,A,5,10
17,1,0.01,nonSeqPartial,0,0.7,B,24,11
17,1,0.01,seqNoFeedback,0,0.3,A,8,24
17,1,0.01,seqNoFeedback,1,0.3,A,2,16
17,1,0.01,seqNoFeedback,0,0.3,B,5,30
17,1,0.01,seqNoFeedback,1,0.3,B,5,10
17,1,0.01,seqNoFeedback,0,0.7,A,2,5
17,1,0.01,seqNoFeedback,1,0.7,A,9,5
17,1,0.01,seqNoFeedback,0,0.7,B,45,15
17,1,0.01,seqNoFeedback,1,0.7,B,34,4
17,1,0.01,seqFeedback,0,0.3,A,13,20
17,1,0.01,seqFeedback,1,0.3,A,1,0
17,1,0.01,seqFeedback,0,0.3,B,8,13
17,1,0.01,seqFeedback,1,0.3,B,5,32
17,1,0.01,seqFeedback,0,0.7,A,39,20
17,1,0.01,seqFeedback,1,0.7,A,32,8
17,1,0.01,seqFeedback,0,0.7,B,51,4
17,1,0.01,seqFeedback,1,0.7,B,0,1
18,1,0.01,nonSeqFull,0,0.3,A,4,14
18,1,0.01,nonSeqFull,0,0.3,B,6,36
18,1,0.01,nonSeqFull,0,0.7,A,34,2
18,1,0.01,nonSeqFull,0,0.7,B,0,1
18,1,0.01,nonSeqPartial,0,0.3,A,5,40
18,1,0.01,nonSeqPartial,0,0.3,B,12,37
18,1,0.01,nonSeqPartial,0,0.7,A,41,16
18,1,0.01,nonSeqPartial,0,0.7,B,49,5
18,1,0.01,seqNoFeedback,0,0.3,A,0,13
18,1,0.01,seqNoFeedback,1,0.3,A,11,24
18,1,0.01,seqNoFeedback,0,0.3,B,1,12
18,1,0.01,seqNoFeedback,1,0.3,B,5,32
18,1,0.01,seqNoFeedback,0,0.7,A,5,9
18,1,0.01,seqNoFeedback,1,0.7,A,14,5
18,1,0.01,seqNoFeedback,0,0.7,B,28,15
18,1,0.01,seqNoFeedback,1,0.7,B,28,14
18,1,0.01,seqFeedback,0,0.3,A,8,37
18,1,0.01,seqFeedback,1,0.3,A,0,6
18,1,0.01,seqFeedback,0,0.3,B,5,14
18,1,0.01,seqFeedback,1,0.3,B,0,17
18,1,0.01,seqFeedback,0,0.7,A,46,18
18,1,0.01,seqFeedback,1,0.7,A,44,6
18,1,0.01,seqFeedback,0,0.7,B,9,10
18,1,0.01,seqFeedback,1,0.7,B,17,5
19,1,0.01,nonSeqFull,0,0.3,A,12,17
19,1,0.01,nonSeqFull,0,0.3,B,19,44
19,1,0.01,nonSeqFull,0,0.7,A,14,2
19,1,0.01,nonSeqFull,0,0.7,B,23,14
19,1,0.01,nonSeqPartial,0,0.3,A,15,40
19,1,0.01,nonSeqPartial,0,0.3,B,4,2
19,1,0.01,nonSeqPartial,0,0.7,A,37,24
19,1,0.01,nonSeqPartial,0,0.7,B,44,5
19,1,0.01,seqNoFeedback,0,0.3,A,3,26
19,1,0.01,seqNoFeedback,1,0.3,A,17,26
19,1,0.01,seqNoFeedback,0,0.3,B,10,19
19,1,0.01,seqNoFeedback,1,0.3,B,0,22
19,1,0.01,seqNoFeedback,0,0.7,A,32,9
19,1,0.01,seqNoFeedback,1,0.7,A,44,17
19,1,0.01,seqNoFeedback,0,0.7,B,5,6
19,1,0.01,seqNoFeedback,1,0.7,B,17,12
19,1,0.01,seqFeedback,0,0.3,A,11,48
19,1,0.01,seqFeedback,1,0.3,A,3,3
19,1,0.01,seqFeedback,0,0.3,B,10,12
19,1,0.01,seqFeedback,1,0.3,B,14,47
19,1,0.01,seqFeedback,0,0.7,A,23,12
19,1,0.01,seqFeedback,1,0.7,A,44,13
19,1,0.01,seqFeedback,0,0.7,B,0,3
19,1,0.01,seqFeedback,1,0.7,B,29,10
20,1,0.01,nonSeqFull,0,0.3,A,3,1
20,1,0.01,nonSeqFull,0,0.3,B,13,50
20,1,0.01,nonSeqFull,0,0.7,A,29,9
20,1,0.01,nonSeqFull,0,0.7,B,43,18
20,1,0.01,nonSeqPartial,0,0.3,A,4,5
20,1,0.01,nonSeqPartial,0,0.3,B,10,11
20,1,0.01,nonSeqPartial,0,0.7,A,6,15
20,1,0.01,nonSeqPartial,0,0.7,B,15,4
20,1,0.01,seqNoFeedback,0,0.3,A,4,25
20,1,0.01,seqNoFeedback,1,0.3,A,16,52
20,1,0.01,seqNoFeedback,0,0.3,B,19,46
20,1,0.01,seqNoFeedback,1,0.3,B,5,4
20,1,0.01,seqNoFeedback,0,0.7,A,21,1
20,1,0.01,seqNoFeedback,1,0.7,A,4,3
